Resume ID,Resume Text,Education,Experience Years,Skills,Job Role,Category,resume_text_clean,skills_clean
R005580,"Education: Master's in Archival Science Experience: 1 years Skills: Research, Organization, JavaScript, Cassandra, Preservation, Archives Management, Wireframing, Problem Solving",Master's in Archival Science,1,Research|Organization|JavaScript|Cassandra|Preservation|Archives Management|Wireframing|Problem Solving|Documentation,Archivist,Information Services,education master s in archival science experience 1 years skills research organization javascript cassandra preservation archives management wireframing problem solving,"['research', 'organization', 'javascript', 'cassandra', 'preservation', 'archives management', 'wireframing', 'problem solving', 'documentation']"
R005581,"Education: High School Experience: 3 years Skills: Mental Toughness, Training Discipline, Fitness, Redis, Athletic Ability, AWS, Performance, P&L Management",High School,3,Mental Toughness|Training Discipline|Fitness|Redis|Athletic Ability|AWS|Performance|P&L Management|HTML|Teamwork|Statistics,Athlete,Sports & Athletics,education high school experience 3 years skills mental toughness training discipline fitness redis athletic ability aws performance p l management,"['mental toughness', 'training discipline', 'fitness', 'redis', 'athletic ability', 'aws', 'performance', 'p&l management', 'html', 'teamwork', 'statistics']"
R005582,"Education: Broadcasting School Experience: 1 years Skills: Public Speaking, Personality, Improvisation, Interviewing, Communication, Decision Making, Docker, Security Protocols",Broadcasting School,1,Public Speaking|Personality|Improvisation|Interviewing|Communication|Decision Making|Docker|Security Protocols|Problem Solving|JavaScript,Radio Host,Media & Entertainment,education broadcasting school experience 1 years skills public speaking personality improvisation interviewing communication decision making docker security protocols,"['public speaking', 'personality', 'improvisation', 'interviewing', 'communication', 'decision making', 'docker', 'security protocols', 'problem solving', 'javascript']"
R005583,"Education: Bachelor's in Chemical Engineering Experience: 3 years Skills: Negotiation, Thermochemistry, Data Analysis, Laboratory Skills, Safety, Chemical Processes, Process Design, Financial Analysis",Bachelor's in Chemical Engineering,3,Negotiation|Thermochemistry|Data Analysis|Laboratory Skills|Safety|Chemical Processes|Process Design|Financial Analysis|AWS,Chemical Engineer,Engineering & Manufacturing,education bachelor s in chemical engineering experience 3 years skills negotiation thermochemistry data analysis laboratory skills safety chemical processes process design financial analysis,"['negotiation', 'thermochemistry', 'data analysis', 'laboratory skills', 'safety', 'chemical processes', 'process design', 'financial analysis', 'aws']"
R005584,"Education: Bachelor's in Sports Management Experience: 1 years Skills: Problem Solving, Scrum, Shell Scripting, Communication, Adobe Creative Suite, Marketing, Strategic Planning, Leadership",Bachelor's in Sports Management,1,Problem Solving|Scrum|Shell Scripting|Communication|Adobe Creative Suite|Marketing|Strategic Planning|Leadership|Financial Management|Sports Management,Sports Manager,Sports & Recreation,education bachelor s in sports management experience 1 years skills problem solving scrum shell scripting communication adobe creative suite marketing strategic planning leadership,"['problem solving', 'scrum', 'shell scripting', 'communication', 'adobe creative suite', 'marketing', 'strategic planning', 'leadership', 'financial management', 'sports management']"
R005585,"Education: IT Certification Experience: 1 years Skills: Technical Knowledge, HTML, Troubleshooting, Communication, Firewalls, Problem Solving, App Testing, Customer Service",IT Certification,1,Technical Knowledge|HTML|Troubleshooting|Communication|Firewalls|Problem Solving|App Testing|Customer Service|Patience|PyTorch|Oracle,Technical Support Specialist,Sales & Customer Service,education it certification experience 1 years skills technical knowledge html troubleshooting communication firewalls problem solving app testing customer service,"['technical knowledge', 'html', 'troubleshooting', 'communication', 'firewalls', 'problem solving', 'app testing', 'customer service', 'patience', 'pytorch', 'oracle']"
R005586,"Education: Bachelor's in Chemical Engineering Experience: 4 years Skills: Query Optimization, Laboratory Skills, MySQL, Pandas, Process Design, Thermochemistry, Data Analysis, Node.js",Bachelor's in Chemical Engineering,4,Query Optimization|Laboratory Skills|MySQL|Pandas|Process Design|Thermochemistry|Data Analysis|Node.js|Chemical Processes|Deep Learning|Safety,Chemical Engineer,Engineering & Manufacturing,education bachelor s in chemical engineering experience 4 years skills query optimization laboratory skills mysql pandas process design thermochemistry data analysis node js,"['query optimization', 'laboratory skills', 'mysql', 'pandas', 'process design', 'thermochemistry', 'data analysis', 'node.js', 'chemical processes', 'deep learning', 'safety']"
R005587,"Education: PhD Experience: 5 years Skills: Serverless, R, Statistical Analysis, Academic Writing, Python, GCP, App Testing, Problem Solving",PhD,5,Serverless|R|Statistical Analysis|Academic Writing|Python|GCP|App Testing|Problem Solving|User Interface|Responsive Design|Research,Academic Data Analyst,Data & Analytics,education phd experience 5 years skills serverless r statistical analysis academic writing python gcp app testing problem solving,"['serverless', 'r', 'statistical analysis', 'academic writing', 'python', 'gcp', 'app testing', 'problem solving', 'user interface', 'responsive design', 'research']"
R005588,"Education: Bachelor's in Business Experience: 3 years Skills: Strategic Sourcing, Vendor Management, Negotiation, SEO, Compliance, Procurement Strategy, Mentoring, Flask",Bachelor's in Business,3,Strategic Sourcing|Vendor Management|Negotiation|SEO|Compliance|Procurement Strategy|Mentoring|Flask|Cost Analysis,Procurement Manager,Operations & Supply Chain,education bachelor s in business experience 3 years skills strategic sourcing vendor management negotiation seo compliance procurement strategy mentoring flask,"['strategic sourcing', 'vendor management', 'negotiation', 'seo', 'compliance', 'procurement strategy', 'mentoring', 'flask', 'cost analysis']"
R005589,"Education: Bachelor's in Operations Experience: 5 years Skills: Supply Planning, Excel, Negotiation, Statistical Analysis, Data Analysis, Database Design, ERP Systems, Kanban",Bachelor's in Operations,5,Supply Planning|Excel|Negotiation|Statistical Analysis|Data Analysis|Database Design|ERP Systems|Kanban|Demand Forecasting,Demand Planner,Operations & Supply Chain,education bachelor s in operations experience 5 years skills supply planning excel negotiation statistical analysis data analysis database design erp systems kanban,"['supply planning', 'excel', 'negotiation', 'statistical analysis', 'data analysis', 'database design', 'erp systems', 'kanban', 'demand forecasting']"
R005590,"Education: Bachelor's in Geology Experience: 4 years Skills: Analysis, Flask, Web Accessibility, Field Work, Technical Knowledge, Research, CI/CD, Geology",Bachelor's in Geology,4,Analysis|Flask|Web Accessibility|Field Work|Technical Knowledge|Research|CI/CD|Geology|Shell Scripting|Wireframing|Problem Solving,Geologist,Science & Research,education bachelor s in geology experience 4 years skills analysis flask web accessibility field work technical knowledge research ci cd geology,"['analysis', 'flask', 'web accessibility', 'field work', 'technical knowledge', 'research', 'ci/cd', 'geology', 'shell scripting', 'wireframing', 'problem solving']"
R005591,"Education: Master's in Computer Science Experience: 5 years Skills: Jira, Solution Design, Technical Expertise, Scrum, Jenkins, Communication, Scikit-learn, Leadership",Master's in Computer Science,5,Jira|Solution Design|Technical Expertise|Scrum|Jenkins|Communication|Scikit-learn|Leadership|Docker|System Architecture|Business Acumen,Solution Architect,Technology,education master s in computer science experience 5 years skills jira solution design technical expertise scrum jenkins communication scikit learn leadership,"['jira', 'solution design', 'technical expertise', 'scrum', 'jenkins', 'communication', 'scikit-learn', 'leadership', 'docker', 'system architecture', 'business acumen']"
R005592,"Education: Bachelor's in Computer Science Experience: 3 years Skills: Cassandra, Data Warehousing, ETL, Python, Docker, Spark, Hadoop, Project Management",Bachelor's in Computer Science,3,Cassandra|Data Warehousing|ETL|Python|Docker|Spark|Hadoop|Project Management|SQL,Data Engineer,Technology,education bachelor s in computer science experience 3 years skills cassandra data warehousing etl python docker spark hadoop project management,"['cassandra', 'data warehousing', 'etl', 'python', 'docker', 'spark', 'hadoop', 'project management', 'sql']"
R005593,"Education: Technical Writing Certification Experience: 3 years Skills: Technical Writing, Organization, API Documentation, Problem Solving, Ansible, Documentation, Communication, JavaScript",Technical Writing Certification,3,Technical Writing|Organization|API Documentation|Problem Solving|Ansible|Documentation|Communication|JavaScript|iOS|Web Accessibility,Technical Writer,Technology,education technical writing certification experience 3 years skills technical writing organization api documentation problem solving ansible documentation communication javascript,"['technical writing', 'organization', 'api documentation', 'problem solving', 'ansible', 'documentation', 'communication', 'javascript', 'ios', 'web accessibility']"
R005594,"Education: Bachelor's in Accounting Experience: 1 years Skills: Forecasting, Communication, Financial Analysis, Excel, Machine Learning, Kubernetes, Budget Planning, Confluence",Bachelor's in Accounting,1,Forecasting|Communication|Financial Analysis|Excel|Machine Learning|Kubernetes|Budget Planning|Confluence|Attention to Detail,Budget Analyst,Finance & Accounting,education bachelor s in accounting experience 1 years skills forecasting communication financial analysis excel machine learning kubernetes budget planning confluence,"['forecasting', 'communication', 'financial analysis', 'excel', 'machine learning', 'kubernetes', 'budget planning', 'confluence', 'attention to detail']"
R005595,"Education: Master's in Research Experience: 5 years Skills: Problem Solving, Research Methodology, Penetration Testing, Communication, User Research, Report Writing, Web Accessibility, JavaScript",Master's in Research,5,Problem Solving|Research Methodology|Penetration Testing|Communication|User Research|Report Writing|Web Accessibility|JavaScript|Data Analysis,Product Researcher,Research & Development,education master s in research experience 5 years skills problem solving research methodology penetration testing communication user research report writing web accessibility javascript,"['problem solving', 'research methodology', 'penetration testing', 'communication', 'user research', 'report writing', 'web accessibility', 'javascript', 'data analysis']"
R005596,"Education: Bachelor's in IT Experience: 3 years Skills: User Management, Salesforce, Adaptability, Support, Data Management, Configuration, C++, iOS",Bachelor's in IT,3,User Management|Salesforce|Adaptability|Support|Data Management|Configuration|C++|iOS|Administration|CSS|React,Salesforce Administrator,Technology,education bachelor s in it experience 3 years skills user management salesforce adaptability support data management configuration c ios,"['user management', 'salesforce', 'adaptability', 'support', 'data management', 'configuration', 'c++', 'ios', 'administration', 'css', 'react']"
R005597,"Education: Master's in Business Experience: 9 years Skills: Communication, Flask, Decision Making, PostgreSQL, Business Acumen, Executive Management, Strategic Leadership, Vision",Master's in Business,9,Communication|Flask|Decision Making|PostgreSQL|Business Acumen|Executive Management|Strategic Leadership|Vision|Data Analysis,Chief Executive Officer,Private Sector Management,education master s in business experience 9 years skills communication flask decision making postgresql business acumen executive management strategic leadership vision,"['communication', 'flask', 'decision making', 'postgresql', 'business acumen', 'executive management', 'strategic leadership', 'vision', 'data analysis']"
R005598,"Education: Bachelor's in Computer Science Experience: 4 years Skills: Teamwork, C++, Theme Development, CMS, JavaScript, PHP, MySQL, Joomla",Bachelor's in Computer Science,4,Teamwork|C++|Theme Development|CMS|JavaScript|PHP|MySQL|Joomla,Joomla Developer,Technology,education bachelor s in computer science experience 4 years skills teamwork c theme development cms javascript php mysql joomla,"['teamwork', 'c++', 'theme development', 'cms', 'javascript', 'php', 'mysql', 'joomla']"
R005599,"Education: Master's in Education Experience: 5 years Skills: E-Learning, Negotiation, Project Management, Leadership, Training Design, Coaching, Ansible, Curriculum Development",Master's in Education,5,E-Learning|Negotiation|Project Management|Leadership|Training Design|Coaching|Ansible|Curriculum Development,Learning & Development Manager,Human Resources,education master s in education experience 5 years skills e learning negotiation project management leadership training design coaching ansible curriculum development,"['e-learning', 'negotiation', 'project management', 'leadership', 'training design', 'coaching', 'ansible', 'curriculum development']"
R005600,"Education: Bachelor's in Business Experience: 3 years Skills: Product Strategy, Market Research, Marketing, Campaign Management, Messaging, Budget Management, Docker, Positioning",Bachelor's in Business,3,Product Strategy|Market Research|Marketing|Campaign Management|Messaging|Budget Management|Docker|Positioning|Analytics,Product Marketing Manager,Marketing & Sales,education bachelor s in business experience 3 years skills product strategy market research marketing campaign management messaging budget management docker positioning,"['product strategy', 'market research', 'marketing', 'campaign management', 'messaging', 'budget management', 'docker', 'positioning', 'analytics']"
R005601,"Education: Real Estate License Experience: 1 years Skills: Communication, Firewalls, R, Negotiation, Compliance, Marketing, AWS, Property Knowledge",Real Estate License,1,Communication|Firewalls|R|Negotiation|Compliance|Marketing|AWS|Property Knowledge|Sales|Customer Service|iOS,Real Estate Agent,Construction & Real Estate,education real estate license experience 1 years skills communication firewalls r negotiation compliance marketing aws property knowledge,"['communication', 'firewalls', 'r', 'negotiation', 'compliance', 'marketing', 'aws', 'property knowledge', 'sales', 'customer service', 'ios']"
R005602,"Education: MBA Experience: 3 years Skills: Communication, Documentation, Process Improvement, Business Analysis, Critical Thinking, Graphic Design, Project Management, Data Analysis",MBA,3,Communication|Documentation|Process Improvement|Business Analysis|Critical Thinking|Graphic Design|Project Management|Data Analysis|Problem Solving,Business Consultant,Consulting,education mba experience 3 years skills communication documentation process improvement business analysis critical thinking graphic design project management data analysis,"['communication', 'documentation', 'process improvement', 'business analysis', 'critical thinking', 'graphic design', 'project management', 'data analysis', 'problem solving']"
R005603,"Education: Diploma in IT Experience: 4 years Skills: Agile, Git, P&L Management, React, HTML/CSS, JavaScript, Database, Node.js",Diploma in IT,4,Agile|Git|P&L Management|React|HTML/CSS|JavaScript|Database|Node.js|SQL,Full Stack Developer,Technology,education diploma in it experience 4 years skills agile git p l management react html css javascript database node js,"['agile', 'git', 'p&l management', 'react', 'html/css', 'javascript', 'database', 'node.js', 'sql']"
R005604,"Education: CPA Experience: 5 years Skills: Internal Controls, User Interface, Communication, Time Management, Leadership, AWS, Compliance, Responsive Design",CPA,5,Internal Controls|User Interface|Communication|Time Management|Leadership|AWS|Compliance|Responsive Design|Audit Procedures|Risk Assessment,Audit Manager,Finance & Accounting,education cpa experience 5 years skills internal controls user interface communication time management leadership aws compliance responsive design,"['internal controls', 'user interface', 'communication', 'time management', 'leadership', 'aws', 'compliance', 'responsive design', 'audit procedures', 'risk assessment']"
R005605,"Education: Certification Experience: 3 years Skills: Power BI, Storytelling, Attention to Detail, Ruby, Video Editing Software, Rust, Audio Editing, Oracle",Certification,3,Power BI|Storytelling|Attention to Detail|Ruby|Video Editing Software|Rust|Audio Editing|Oracle|Creativity|Color Grading,Video Editor,Creative & Design,education certification experience 3 years skills power bi storytelling attention to detail ruby video editing software rust audio editing oracle,"['power bi', 'storytelling', 'attention to detail', 'ruby', 'video editing software', 'rust', 'audio editing', 'oracle', 'creativity', 'color grading']"
R005606,"Education: Master's in Business Experience: 2 years Skills: CloudFormation, Security Architecture, Market Analysis, Adaptability, Negotiation, Business Development Strategy, Networking, Sales",Master's in Business,2,CloudFormation|Security Architecture|Market Analysis|Adaptability|Negotiation|Business Development Strategy|Networking|Sales|Communication,Business Development Manager,Marketing & Sales,education master s in business experience 2 years skills cloudformation security architecture market analysis adaptability negotiation business development strategy networking sales,"['cloudformation', 'security architecture', 'market analysis', 'adaptability', 'negotiation', 'business development strategy', 'networking', 'sales', 'communication']"
R005607,"Education: Bachelor's in Marketing Experience: 4 years Skills: Technical SEO, Keyword Research, Java, Content Optimization, Backlink Strategy, Adobe Creative Suite, SEO, Analytics",Bachelor's in Marketing,4,Technical SEO|Keyword Research|Java|Content Optimization|Backlink Strategy|Adobe Creative Suite|SEO|Analytics,SEO Specialist,Marketing & Sales,education bachelor s in marketing experience 4 years skills technical seo keyword research java content optimization backlink strategy adobe creative suite seo analytics,"['technical seo', 'keyword research', 'java', 'content optimization', 'backlink strategy', 'adobe creative suite', 'seo', 'analytics']"
R005608,"Education: PT License Experience: 3 years Skills: Security Architecture, Exercise Prescription, Physical Therapy, Security Protocols, Patient Assessment, Anatomy Knowledge, Risk Assessment, Compassion",PT License,3,Security Architecture|Exercise Prescription|Physical Therapy|Security Protocols|Patient Assessment|Anatomy Knowledge|Risk Assessment|Compassion|Communication,Physical Therapist,Healthcare,education pt license experience 3 years skills security architecture exercise prescription physical therapy security protocols patient assessment anatomy knowledge risk assessment compassion,"['security architecture', 'exercise prescription', 'physical therapy', 'security protocols', 'patient assessment', 'anatomy knowledge', 'risk assessment', 'compassion', 'communication']"
R005609,"Education: Bachelor's in Civil Engineering Experience: 3 years Skills: Shell Scripting, Building Codes, CAD, Structural Analysis, Project Management, AutoCAD, Documentation, Technical Design",Bachelor's in Civil Engineering,3,Shell Scripting|Building Codes|CAD|Structural Analysis|Project Management|AutoCAD|Documentation|Technical Design,Civil Engineer,Engineering & Manufacturing,education bachelor s in civil engineering experience 3 years skills shell scripting building codes cad structural analysis project management autocad documentation technical design,"['shell scripting', 'building codes', 'cad', 'structural analysis', 'project management', 'autocad', 'documentation', 'technical design']"
R005610,"Education: Master's in Environmental Science Experience: 0 years Skills: Analysis, React Native, Problem Solving, Environmental Science, Research, GraphQL, Technical Knowledge, Sustainability",Master's in Environmental Science,0,Analysis|React Native|Problem Solving|Environmental Science|Research|GraphQL|Technical Knowledge|Sustainability|Teamwork,Environmental Scientist,Environmental,education master s in environmental science experience 0 years skills analysis react native problem solving environmental science research graphql technical knowledge sustainability,"['analysis', 'react native', 'problem solving', 'environmental science', 'research', 'graphql', 'technical knowledge', 'sustainability', 'teamwork']"
R005611,"Education: Bachelor's in Business Experience: 5 years Skills: Positioning, Business Acumen, PyTorch, Market Research, Messaging, Web Design, P&L Management, Campaign Management",Bachelor's in Business,5,Positioning|Business Acumen|PyTorch|Market Research|Messaging|Web Design|P&L Management|Campaign Management|Analytics|Product Strategy,Product Marketing Manager,Marketing & Sales,education bachelor s in business experience 5 years skills positioning business acumen pytorch market research messaging web design p l management campaign management,"['positioning', 'business acumen', 'pytorch', 'market research', 'messaging', 'web design', 'p&l management', 'campaign management', 'analytics', 'product strategy']"
R005612,"Education: Master's in Conservation Experience: 4 years Skills: Kubernetes, Precision, Ansible, Problem Solving, Conservation, Angular, Restoration, Research",Master's in Conservation,4,Kubernetes|Precision|Ansible|Problem Solving|Conservation|Angular|Restoration|Research|Technical Skills,Conservator,Arts & Culture,education master s in conservation experience 4 years skills kubernetes precision ansible problem solving conservation angular restoration research,"['kubernetes', 'precision', 'ansible', 'problem solving', 'conservation', 'angular', 'restoration', 'research', 'technical skills']"
R005613,"Education: Bachelor's in Electronics Experience: 5 years Skills: C/C++, System Design, Embedded Systems, Decision Making, Networking, IoT Technology, Sensors, iOS",Bachelor's in Electronics,5,C/C++|System Design|Embedded Systems|Decision Making|Networking|IoT Technology|Sensors|iOS|Figma,IoT Engineer,Technology,education bachelor s in electronics experience 5 years skills c c system design embedded systems decision making networking iot technology sensors ios,"['c/c++', 'system design', 'embedded systems', 'decision making', 'networking', 'iot technology', 'sensors', 'ios', 'figma']"
R005614,"Education: Juris Doctor Experience: 6 years Skills: Technical Knowledge, Serverless, Patent Law, Communication, Research, Legal Expertise, Wireframing, Power BI",Juris Doctor,6,Technical Knowledge|Serverless|Patent Law|Communication|Research|Legal Expertise|Wireframing|Power BI|Writing,Patent Attorney,Legal Services,education juris doctor experience 6 years skills technical knowledge serverless patent law communication research legal expertise wireframing power bi,"['technical knowledge', 'serverless', 'patent law', 'communication', 'research', 'legal expertise', 'wireframing', 'power bi', 'writing']"
R005615,"Education: High School Experience: 5 years Skills: Surveillance, Security, Communication, PostgreSQL, Flask, Leadership, Documentation, Technical Writing",High School,5,Surveillance|Security|Communication|PostgreSQL|Flask|Leadership|Documentation|Technical Writing|Problem Solving|Investigation,Loss Prevention Manager,Retail & Hospitality,education high school experience 5 years skills surveillance security communication postgresql flask leadership documentation technical writing,"['surveillance', 'security', 'communication', 'postgresql', 'flask', 'leadership', 'documentation', 'technical writing', 'problem solving', 'investigation']"
R005616,"Education: Master's in Healthcare Administration Experience: 2 years Skills: Leadership, Financial Analysis, Healthcare Management, Strategic Planning, Mentoring, Communication, Compliance, Market Research",Master's in Healthcare Administration,2,Leadership|Financial Analysis|Healthcare Management|Strategic Planning|Mentoring|Communication|Compliance|Market Research|Budget Control,Healthcare Administrator,Healthcare,education master s in healthcare administration experience 2 years skills leadership financial analysis healthcare management strategic planning mentoring communication compliance market research,"['leadership', 'financial analysis', 'healthcare management', 'strategic planning', 'mentoring', 'communication', 'compliance', 'market research', 'budget control']"
R005617,"Education: Associate in Event Planning Experience: 0 years Skills: Prototyping, Problem Solving, Organization, Communication, Budget Management, Agile, Vendor Management, Android",Associate in Event Planning,0,Prototyping|Problem Solving|Organization|Communication|Budget Management|Agile|Vendor Management|Android|Deep Learning|Event Planning|Machine Learning,Event Coordinator,Hospitality & Tourism,education associate in event planning experience 0 years skills prototyping problem solving organization communication budget management agile vendor management android,"['prototyping', 'problem solving', 'organization', 'communication', 'budget management', 'agile', 'vendor management', 'android', 'deep learning', 'event planning', 'machine learning']"
R005618,"Education: Bachelor's in IT Experience: 2 years Skills: Data Integration, Communication, Performance Tuning, Python, SQL, Confluence, ETL, Web Design",Bachelor's in IT,2,Data Integration|Communication|Performance Tuning|Python|SQL|Confluence|ETL|Web Design|Informatica|Compliance|Data Quality,Informatica Developer,Data & Analytics,education bachelor s in it experience 2 years skills data integration communication performance tuning python sql confluence etl web design,"['data integration', 'communication', 'performance tuning', 'python', 'sql', 'confluence', 'etl', 'web design', 'informatica', 'compliance', 'data quality']"
R005619,"Education: Bachelor's in Computer Science Experience: 2 years Skills: React, 3D Graphics, Unreal Engine, Problem Solving, Unity, C#, Terraform, Android",Bachelor's in Computer Science,2,React|3D Graphics|Unreal Engine|Problem Solving|Unity|C#|Terraform|Android|AR/VR Platforms,AR/VR Developer,Technology,education bachelor s in computer science experience 2 years skills react 3d graphics unreal engine problem solving unity c terraform android,"['react', '3d graphics', 'unreal engine', 'problem solving', 'unity', 'c#', 'terraform', 'android', 'ar/vr platforms']"
R005620,"Education: Bachelor's in Computer Science Experience: 2 years Skills: SQL, Maven, REST API, Spring Boot, Django, Docker, Microservices, Firewalls",Bachelor's in Computer Science,2,SQL|Maven|REST API|Spring Boot|Django|Docker|Microservices|Firewalls|Java|Ansible|User Experience,Java Backend Developer,Technology,education bachelor s in computer science experience 2 years skills sql maven rest api spring boot django docker microservices firewalls,"['sql', 'maven', 'rest api', 'spring boot', 'django', 'docker', 'microservices', 'firewalls', 'java', 'ansible', 'user experience']"
R005621,"Education: Bachelor's in Electrical Engineering Experience: 4 years Skills: Troubleshooting, Electrical Systems, Business Development, CAD, Power Systems, Circuit Design, Statistics, Technical Knowledge",Bachelor's in Electrical Engineering,4,Troubleshooting|Electrical Systems|Business Development|CAD|Power Systems|Circuit Design|Statistics|Technical Knowledge|NumPy,Electrical Engineer,Engineering & Manufacturing,education bachelor s in electrical engineering experience 4 years skills troubleshooting electrical systems business development cad power systems circuit design statistics technical knowledge,"['troubleshooting', 'electrical systems', 'business development', 'cad', 'power systems', 'circuit design', 'statistics', 'technical knowledge', 'numpy']"
R005622,"Education: Master's in Business Experience: 9 years Skills: Network Security, SEO, TypeScript, Culture Building, Change Management, Executive Communication, Teamwork, Vision Setting",Master's in Business,9,Network Security|SEO|TypeScript|Culture Building|Change Management|Executive Communication|Teamwork|Vision Setting|Organizational Development|MongoDB|Strategic Leadership,Chief People Officer,Human Resources,education master s in business experience 9 years skills network security seo typescript culture building change management executive communication teamwork vision setting,"['network security', 'seo', 'typescript', 'culture building', 'change management', 'executive communication', 'teamwork', 'vision setting', 'organizational development', 'mongodb', 'strategic leadership']"
R005623,"Education: Bachelor's in HR Experience: 6 years Skills: Communication, PyTorch, Compensation, Kotlin, Compliance, SQL, Power BI, Employee Relations",Bachelor's in HR,6,Communication|PyTorch|Compensation|Kotlin|Compliance|SQL|Power BI|Employee Relations|Recruitment|Rust|Leadership,HR Manager,Human Resources,education bachelor s in hr experience 6 years skills communication pytorch compensation kotlin compliance sql power bi employee relations,"['communication', 'pytorch', 'compensation', 'kotlin', 'compliance', 'sql', 'power bi', 'employee relations', 'recruitment', 'rust', 'leadership']"
R005624,"Education: Certification Experience: 5 years Skills: Problem Solving, Safety, Vehicle Mechanics, Attention to Detail, Penetration Testing, Shell Scripting, Budget Management, Troubleshooting",Certification,5,Problem Solving|Safety|Vehicle Mechanics|Attention to Detail|Penetration Testing|Shell Scripting|Budget Management|Troubleshooting|Equipment Knowledge,Mechanic,Skilled Trades,education certification experience 5 years skills problem solving safety vehicle mechanics attention to detail penetration testing shell scripting budget management troubleshooting,"['problem solving', 'safety', 'vehicle mechanics', 'attention to detail', 'penetration testing', 'shell scripting', 'budget management', 'troubleshooting', 'equipment knowledge']"
R005625,"Education: IT Certification Experience: 1 years Skills: Statistics, Time Management, Database Optimization, Security, Oracle, MongoDB, Linux, Wireframing",IT Certification,1,Statistics|Time Management|Database Optimization|Security|Oracle|MongoDB|Linux|Wireframing|SQL|Backup Recovery,Database Administrator,Technology,education it certification experience 1 years skills statistics time management database optimization security oracle mongodb linux wireframing,"['statistics', 'time management', 'database optimization', 'security', 'oracle', 'mongodb', 'linux', 'wireframing', 'sql', 'backup recovery']"
R005626,"Education: CPA Experience: 6 years Skills: Perl, FP&A, Accounting, Leadership, Risk Management, Strategy, Financial Reporting, Jupyter",CPA,6,Perl|FP&A|Accounting|Leadership|Risk Management|Strategy|Financial Reporting|Jupyter,Controller,Finance & Accounting,education cpa experience 6 years skills perl fp a accounting leadership risk management strategy financial reporting jupyter,"['perl', 'fp&a', 'accounting', 'leadership', 'risk management', 'strategy', 'financial reporting', 'jupyter']"
R005627,"Education: Bachelor's in Computer Science Experience: 2 years Skills: Scalability, Problem Solving, Kanban, Apache Kafka, User Experience, Time Management, Azure, Event Processing",Bachelor's in Computer Science,2,Scalability|Problem Solving|Kanban|Apache Kafka|User Experience|Time Management|Azure|Event Processing|Distributed Systems|Streaming,Kafka Developer,Technology,education bachelor s in computer science experience 2 years skills scalability problem solving kanban apache kafka user experience time management azure event processing,"['scalability', 'problem solving', 'kanban', 'apache kafka', 'user experience', 'time management', 'azure', 'event processing', 'distributed systems', 'streaming']"
R005628,"Education: Customer Success Certification Experience: 5 years Skills: Jupyter, Oracle, Mentoring, Communication, Account Management, REST API, Customer Relations, Product Knowledge",Customer Success Certification,5,Jupyter|Oracle|Mentoring|Communication|Account Management|REST API|Customer Relations|Product Knowledge|Problem Solving|Mobile UI/UX|Analytics,Customer Success Manager,Sales & Customer Service,education customer success certification experience 5 years skills jupyter oracle mentoring communication account management rest api customer relations product knowledge,"['jupyter', 'oracle', 'mentoring', 'communication', 'account management', 'rest api', 'customer relations', 'product knowledge', 'problem solving', 'mobile ui/ux', 'analytics']"
R005629,"Education: Master's in Microbiology Experience: 3 years Skills: Data Analysis, Laboratory Work, Research, Microbiology, P&L Management, Project Management, Precision, Problem Solving",Master's in Microbiology,3,Data Analysis|Laboratory Work|Research|Microbiology|P&L Management|Project Management|Precision|Problem Solving,Microbiologist,Science & Research,education master s in microbiology experience 3 years skills data analysis laboratory work research microbiology p l management project management precision problem solving,"['data analysis', 'laboratory work', 'research', 'microbiology', 'p&l management', 'project management', 'precision', 'problem solving']"
R005630,"Education: Bachelor's in Logistics Experience: 4 years Skills: Forecasting, Procurement, Inventory Management, Vendor Management, Presentation Skills, HTML, Supply Chain Strategy, Business Development",Bachelor's in Logistics,4,Forecasting|Procurement|Inventory Management|Vendor Management|Presentation Skills|HTML|Supply Chain Strategy|Business Development|Technical Writing|Analytics,Supply Chain Manager,Operations & Supply Chain,education bachelor s in logistics experience 4 years skills forecasting procurement inventory management vendor management presentation skills html supply chain strategy business development,"['forecasting', 'procurement', 'inventory management', 'vendor management', 'presentation skills', 'html', 'supply chain strategy', 'business development', 'technical writing', 'analytics']"
R005631,"Education: Master's in Public Administration Experience: 4 years Skills: Budget Management, Serverless, Strategic Planning, Adaptability, Policy Knowledge, Leadership, Flask, Public Administration",Master's in Public Administration,4,Budget Management|Serverless|Strategic Planning|Adaptability|Policy Knowledge|Leadership|Flask|Public Administration|TypeScript|Communication|Redis,Public Administrator,Government & Public Service,education master s in public administration experience 4 years skills budget management serverless strategic planning adaptability policy knowledge leadership flask public administration,"['budget management', 'serverless', 'strategic planning', 'adaptability', 'policy knowledge', 'leadership', 'flask', 'public administration', 'typescript', 'communication', 'redis']"
R005632,"Education: Captain License Experience: 4 years Skills: Navigation, Kubernetes, Leadership, Safety, Technical Knowledge, R, CloudFormation, Maritime Law",Captain License,4,Navigation|Kubernetes|Leadership|Safety|Technical Knowledge|R|CloudFormation|Maritime Law|Problem Solving,Ship Captain,Transportation,education captain license experience 4 years skills navigation kubernetes leadership safety technical knowledge r cloudformation maritime law,"['navigation', 'kubernetes', 'leadership', 'safety', 'technical knowledge', 'r', 'cloudformation', 'maritime law', 'problem solving']"
